comment_id,video_id,text,text_original,author_display_name,author_profile_image_url,author_channel_url,author_channel_id,like_count,published_at,updated_at,is_reply,parent_id,total_reply_count,is_valid,extracted_at,sentiment_polarity,sentiment_subjectivity,vader_compound,vader_positive,vader_negative,vader_neutral,sentiment_label,emotion_strength,is_subjective,sentiment_analyzed_at
Ugzge340dBgB75hWBm54AaABAg,dQw4w9WgXcQ,can confirm: he never gave us up,can confirm: he never gave us up,@YouTube,https://yt3.ggpht.com/Bg5wS82KGryRmcsn1YbPThtbXoTmj2XJ9_7LmuE2RF6wbKJBkovfRypbSz6UD3gEu_nHiwGZtQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@YouTube,UCBR8-60-B28hp2BmDPdntcQ,115092,2025-04-22T19:05:08Z,2025-04-22T19:05:08Z,False,,1000,True,2025-10-02T18:23:47.395889,0.0,0.0,0.0,0.0,0.0,1.0,neutral,weak,False,2025-10-02T11:23:47.457901
Ugzge340dBgB75hWBm54AaABAg.AHE8_QAWJx9AHEAB_-JmDA,dQw4w9WgXcQ,HEY YOUTUBE,HEY YOUTUBE,@_bugrabilgin,https://yt3.ggpht.com/52zoMs99a5E1fJWfteGBJ3RDFcsnkvVOAQwHDjxmMbXG58F6X9Ku8I-8Z0nss-ZaSGc17RHF=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@_bugrabilgin,UCg9tPtxMOieUEyhSv63uJ4g,2011,2025-04-22T19:19:13Z,2025-04-22T19:19:13Z,True,Ugzge340dBgB75hWBm54AaABAg.AHE8_QAWJx9AHEAB_-JmDA,0,True,2025-10-02T18:23:47.486614,0.0,0.0,0.0,0.0,0.0,1.0,neutral,weak,False,2025-10-02T11:23:47.486901
Ugzge340dBgB75hWBm54AaABAg.AHE8_QAWJx9AHEAOCSlaNN,dQw4w9WgXcQ,new comment alert,new comment alert,@NashiraArif,https://yt3.ggpht.com/ytc/AIdro_n1guDiz8iQIUgFGnmh5VA5PJlNSiWQwX3Ik0ywlPv8JUDRXZiF6wxDvbC7F3YSi1BdlA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@NashiraArif,UCWrbmlBO2iW7jwhSuvLsgXQ,1197,2025-04-22T19:20:56Z,2025-04-22T19:20:56Z,True,Ugzge340dBgB75hWBm54AaABAg.AHE8_QAWJx9AHEAOCSlaNN,0,True,2025-10-02T18:23:47.487020,0.13636363636363635,0.45454545454545453,0.296,0.524,0.0,0.476,positive,weak,False,2025-10-02T11:23:47.487279
Ugzge340dBgB75hWBm54AaABAg.AHE8_QAWJx9AHEAQwtwdoZ,dQw4w9WgXcQ,oop 3rd didnt realise youtube was here😄,oop 3rd didnt realise youtube was here😄,@jennaortega-m4m,https://yt3.ggpht.com/ytc/AIdro_lVdgv6VK0IOScTdHt1R4NdIFdRkvG2Y1jsrCR_otHBLogTg1YjnUt3k9YQBrmAT3VFLg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@jennaortega-m4m,UCbHhpa0tTOY_LO-uMH5ZKig,702,2025-04-22T19:21:18Z,2025-04-22T19:21:18Z,True,Ugzge340dBgB75hWBm54AaABAg.AHE8_QAWJx9AHEAQwtwdoZ,0,True,2025-10-02T18:23:47.487573,0.0,0.0,0.6705,0.355,0.0,0.645,positive,strong,False,2025-10-02T11:23:47.488003
