comment_id,video_id,text,text_original,author_display_name,author_profile_image_url,author_channel_url,author_channel_id,like_count,published_at,updated_at,is_reply,parent_id,total_reply_count,is_valid,extracted_at
UgxnuXZcn9avZF1V_up4AaABAg,QQuWq0VPfZk,Martin Odegaard is back,Martin Odegaard is back,@weihankong7209,https://yt3.ggpht.com/ytc/AIdro_kNJc9RnBGBiYAcGAPzRP2vQMy9skHrI069ZGthQ8UhrfNMbfsmOyYes_FyBWwe6GTSzg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@weihankong7209,UCSb6KqGHWcA1d1JXQmV5cjQ,543,2025-10-01T21:43:38Z,2025-10-01T21:43:38Z,False,,3,True,2025-10-02T17:53:05.148554
UgxnuXZcn9avZF1V_up4AaABAg.ANkZV623aSHANkyY48CGkq,QQuWq0VPfZk,his 2023 flair is all back,his 2023 flair is all back,@JackistheB3ST,https://yt3.ggpht.com/TQmtMSQsTs5Uj-djQXPh5Zc3eYcOXScD1xegoof3l9_7K3pmg651WmGsb1fAiEnTAP56zkW5QA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@JackistheB3ST,UCvb_bHoz063SYg25TaajmGw,6,2025-10-02T01:31:14Z,2025-10-02T01:31:14Z,True,UgxnuXZcn9avZF1V_up4AaABAg.ANkZV623aSHANkyY48CGkq,0,True,2025-10-02T17:53:05.148670
UgxnuXZcn9avZF1V_up4AaABAg.ANkZV623aSHANl44GRE7Q3,QQuWq0VPfZk,he hair is not 😭,he hair is not 😭,@Jacob_uhh,https://yt3.ggpht.com/chRKnpqaCiXqaF_BNnzPdKuxXhIFyoBePTnDVmWDr_c25QswKk-dW7RUXTJJiipHhVSsOsZIU5U=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@Jacob_uhh,UCK0qbFjwWfkVLCQgVTgjPzA,2,2025-10-02T02:28:20Z,2025-10-02T02:28:20Z,True,UgxnuXZcn9avZF1V_up4AaABAg.ANkZV623aSHANl44GRE7Q3,0,True,2025-10-02T17:53:05.148761
UgxnuXZcn9avZF1V_up4AaABAg.ANkZV623aSHANlymoalaod,QQuWq0VPfZk,Found his level.,Found his level.,@CoconutJewce,https://yt3.ggpht.com/WqteM23VewfWyqzaibwlA0x4tqixb5aokuYY9txTORWhjWnqAYvCpJOoph1FXbAik9XlrkzGMQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@CoconutJewce,UC_cYGDGpR8-DEPL4KUHRazQ,0,2025-10-02T10:52:37Z,2025-10-02T10:52:37Z,True,UgxnuXZcn9avZF1V_up4AaABAg.ANkZV623aSHANlymoalaod,0,True,2025-10-02T17:53:05.148842
UgxP8vKM3rbI1iT3Mxp4AaABAg,QQuWq0VPfZk,How Arsenal didn’t score 4 or 5 that game is incredible,How Arsenal didn’t score 4 or 5 that game is incredible,@mattthomas7704,https://yt3.ggpht.com/ytc/AIdro_lzsV06sjVXSnWYRmyOXbxgjqaXHy2yHRTgM6Fej9s=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@mattthomas7704,UCxBD3vVe-eBJ6HgSfgahfFg,453,2025-10-01T21:59:41Z,2025-10-01T21:59:41Z,False,,10,True,2025-10-02T17:53:05.149014
UgxP8vKM3rbI1iT3Mxp4AaABAg.ANkaKgwGwXQANkcCRt-62t,QQuWq0VPfZk,I don&#39;t know? It feels on brand.,I don't know? It feels on brand.,@kubton,https://yt3.ggpht.com/ytc/AIdro_lNkfSqqtdpAE3V6Tpqyfpwwg3bSpXDfc-MlGIZVmd9Jyk=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@kubton,UCh9WqBzKv4gywTWMrnp-5Uw,23,2025-10-01T22:16:02Z,2025-10-01T22:16:02Z,True,UgxP8vKM3rbI1iT3Mxp4AaABAg.ANkaKgwGwXQANkcCRt-62t,0,True,2025-10-02T17:53:05.149142
UgxP8vKM3rbI1iT3Mxp4AaABAg.ANkaKgwGwXQANkexMU_Ls1,QQuWq0VPfZk,Because Jesus is not playing,Because Jesus is not playing,@adamn.3921,https://yt3.ggpht.com/xjG3mxumNK8lYJLrnzTxhurvdLMLJIa9xy9326pO7h4GqVwhwZB-qpY2lmvJPNa5VUZG_F8g8Q=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@adamn.3921,UClkICM6jeyPpOOELQLI3IPQ,5,2025-10-01T22:40:03Z,2025-10-01T22:40:03Z,True,UgxP8vKM3rbI1iT3Mxp4AaABAg.ANkaKgwGwXQANkexMU_Ls1,0,True,2025-10-02T17:53:05.149248
UgxP8vKM3rbI1iT3Mxp4AaABAg.ANkaKgwGwXQANkf8lw0FAO,QQuWq0VPfZk,"Finishing sucks, they&#39;ve gotten use to only scoring off set pieces. No lethality in front of goal.","Finishing sucks, they've gotten use to only scoring off set pieces. No lethality in front of goal.",@ferociousfrankie,https://yt3.ggpht.com/ytc/AIdro_mzqL4QNuSCSonweo22JMlNf7hYgDMLrHYOtH7rBgY=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@ferociousfrankie,UCHnqzOkYB09T1M0lKv_EjSg,17,2025-10-01T22:41:45Z,2025-10-01T22:41:45Z,True,UgxP8vKM3rbI1iT3Mxp4AaABAg.ANkaKgwGwXQANkf8lw0FAO,0,True,2025-10-02T17:53:05.149506
UgxP8vKM3rbI1iT3Mxp4AaABAg.ANkaKgwGwXQANkgxwDAkwT,QQuWq0VPfZk,Give credit where credit is due. Olympiocos goalie played well.,Give credit where credit is due. Olympiocos goalie played well.,@denmarhenry8477,https://yt3.ggpht.com/ytc/AIdro_lo5BvkQgOW24s-83nkw502LwbGcAbZ_FNkl0lcOcxV1k4=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@denmarhenry8477,UCwQksdIJ5KZfkL4G87LUVhg,47,2025-10-01T22:57:37Z,2025-10-01T22:57:37Z,True,UgxP8vKM3rbI1iT3Mxp4AaABAg.ANkaKgwGwXQANkgxwDAkwT,0,True,2025-10-02T17:53:05.149682
UgxP8vKM3rbI1iT3Mxp4AaABAg.ANkaKgwGwXQANkr5g4jn5T,QQuWq0VPfZk,Cuz they’re Arsenal…,Cuz they’re Arsenal…,@risendragongames,https://yt3.ggpht.com/zdAZeGTwES4dGGJQWZZuschq8PtGO1xTO9Rlc_gNJ3YCx6JvCCmJbG_229z1B6kSFHYaM9ht=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/@risendragongames,UCZGpZ7NEzb3zEDAmw-vIP-Q,2,2025-10-02T00:26:11Z,2025-10-02T00:26:11Z,True,UgxP8vKM3rbI1iT3Mxp4AaABAg.ANkaKgwGwXQANkr5g4jn5T,0,True,2025-10-02T17:53:05.149775
